Mesin_ID;Siklus_Waktu;Suhu_Total_Kompresi_HPC;Suhu_Total_Turbin_LPT;Rasio_Tekanan_Mesin;Tekanan_Statis_Ruang_Bakar;Rasio_Aliran_Bahan_Bakar;Kecepatan_Poros_Koreksi;Sisa_Umur_RUL
26;94;158986;141861;905351;4758;52088;813609;105
26;95;15939;141065;905427;4747;52155;814111;104
26;96;159332;141311;906116;4757;5217;813192;103
26;97;159138;140617;90575;4751;52107;813394;102
26;98;159615;140714;90582;4751;52147;813184;101
26;99;158858;140883;905852;4761;52108;813414;100
26;100;15940;14141;905381;4747;52094;813016;99
26;101;158606;141181;90479;4769;52105;813121;98
26;102;158716;140742;906086;4762;52103;813838;97
26;103;15917;140883;906057;4755;52123;813307;96
26;104;159302;140713;906068;4758;52158;813043;95
26;105;158801;141803;905756;4763;52132;813627;94
26;106;158935;140673;905408;4765;52133;813679;93
26;107;159159;140738;905335;4764;52107;813639;92
26;108;159412;141107;905791;4771;52118;813789;91
26;109;159005;141241;905641;4774;52164;814197;90
26;110;159612;14032;905607;4757;52102;813704;89
26;111;159732;141094;905804;4749;52129;814158;88
26;112;158895;141012;905689;4778;52106;813229;87
26;113;159108;140934;905826;476;52172;81360;86
26;114;15900;141836;906188;476;52121;813932;85
26;115;159354;141256;905234;4741;52097;814149;84
26;116;159247;141774;90642;4773;52097;813459;83
26;117;159347;141246;905359;4746;52158;813181;82
26;118;159551;140894;905353;4763;52158;814179;81
26;119;158865;140646;905412;4751;52124;813993;80
26;120;159695;141053;90627;4763;52139;814382;79
26;121;158693;141144;906814;4776;52127;81378;78
26;122;159642;140839;906098;4747;52128;814417;77
26;123;158781;141644;906494;4762;52063;813346;76
26;124;159477;140734;90583;4752;52182;813689;75
26;125;159764;141594;906097;4758;5206;814496;74
26;126;159159;14149;90669;4762;52107;814535;73
26;127;159004;140829;90646;4768;5210;813574;72
26;128;159094;141523;906955;4768;52132;814166;71
26;129;158767;141006;906374;4766;52164;814983;70
26;130;159446;141655;906721;4775;5206;81432;69
26;131;159205;141177;906462;4757;52138;814251;68
26;132;159723;14133;906565;4763;52118;814092;67
26;133;158721;141791;906283;4772;52146;814354;66
26;134;158961;140624;906423;4773;52081;814579;65
26;135;159231;140691;906568;477;52141;814722;64
26;136;158868;141121;906668;4757;52069;814537;63
26;137;159112;140875;906824;4758;5217;815168;62
26;138;158975;141074;907028;479;52114;814875;61
26;139;159551;140965;907031;4772;52096;814432;60
26;140;159889;141378;907293;4766;52144;814951;59
26;141;159234;141357;907448;4771;52082;81470;58
26;142;160139;14144;90746;4772;52149;81522;57
26;143;159082;141388;907296;4784;52075;815119;56
26;144;159721;141772;907435;4769;52148;815771;55
26;145;159419;141247;90735;4782;52107;815368;54
26;146;159237;14165;907032;4777;52091;815226;53
26;147;158761;141977;906938;4758;52118;815714;52
26;148;159967;142063;908042;4776;52094;815304;51
26;149;159319;141017;90898;4781;52156;815735;50
26;150;159987;141422;907842;4781;52119;81506;49
26;151;159256;141538;907733;4772;52049;81540;48
26;152;159044;141742;908327;4776;52039;815444;47
26;153;159428;141516;908361;4771;52129;815971;46
26;154;159346;142294;908674;4763;52056;815248;45
26;155;159144;141808;908516;4771;52103;815814;44
26;156;159492;14218;908414;4763;52149;815803;43
26;157;159316;141792;90836;477;52103;81555;42
26;158;159078;141485;908489;4776;52102;816218;41
26;159;159818;141735;908895;4759;52079;816678;40
26;160;159972;140999;90798;4777;52133;815688;39
26;161;159223;142808;907729;4789;52087;816651;38
26;162;16003;141576;908985;4779;52001;815768;37
26;163;159099;142393;909499;4777;52127;816551;36
26;164;159721;141841;909138;4775;52075;817058;35
26;165;160291;142398;908963;4782;52095;816295;34
26;166;15961;142049;910015;4789;52073;816924;33
26;167;159775;142237;909673;477;5210;816368;32
26;168;159738;141274;909326;4789;52042;816589;31
26;169;159448;141963;908857;4766;52071;817355;30
26;170;159507;142286;910074;4792;52048;817551;29
26;171;160087;141491;910528;4809;52057;817166;28
26;172;160026;142762;909548;4764;52048;817759;27
26;173;159752;14131;910392;4786;52057;817419;26
26;174;159904;142185;910533;4785;52095;817824;25
26;175;159707;141837;911014;4776;52016;817353;24
26;176;159128;142376;910496;4791;52079;817737;23
26;177;159225;142311;911215;4803;5206;817878;22
26;178;159548;141821;911145;4775;5201;818223;21
26;179;159051;142517;91079;4799;52039;81857;20
26;180;159932;142239;911296;4782;52031;818203;19
26;181;15953;141993;911511;4799;52052;818351;18
26;182;160123;142921;912309;4784;52078;818424;17
26;183;160016;141884;912103;4807;52004;81895;16
26;184;159799;14151;912485;4783;52025;818628;15
26;185;159881;141915;912973;4788;52011;819397;14
26;186;160193;141867;912656;4792;52101;820218;13
26;187;16020;142272;913541;4815;5197;819987;12
26;188;160307;142906;913188;4787;5198;819883;11
26;189;160068;142471;913005;482;52054;820726;10
26;190;160167;142887;912833;4795;52033;820456;9
26;191;160606;142487;913945;4795;51997;820026;8
26;192;160226;142502;914379;4802;52034;819845;7
26;193;159878;142713;913984;4798;5198;820437;6
26;194;159933;14325;914397;4804;52048;820826;5
26;195;160792;142233;914559;4803;52044;821485;4
26;196;160345;142718;915885;4798;52028;821555;3
26;197;160229;142678;915089;4814;52041;821941;2
26;198;159973;142129;91540;4807;52053;821347;1
26;199;159925;14325;915951;4805;5192;822242;0
27;1;159281;140333;905327;4761;52121;814458;155
27;2;159048;140496;906224;474;52195;813882;154
27;3;158171;140167;905984;4738;52195;814591;153
27;4;158725;140746;906611;4736;52198;814146;152
27;5;158461;140682;905775;4744;52196;813858;151
27;6;158448;140951;905992;4744;52175;814523;150
27;7;159567;140994;906962;4745;52121;814038;149
27;8;157966;140734;906623;4748;52236;814622;148
27;9;159352;140899;90682;4734;52129;814482;147
27;10;159224;140867;90664;4752;52119;814233;146
27;11;158612;139242;906255;4744;52182;814234;145
27;12;158731;140475;906514;4745;52205;81380;144
27;13;158883;141072;906113;4744;52187;814486;143
27;14;158356;140741;905657;4731;52198;815114;142
27;15;15837;140281;906972;4742;52167;814161;141
27;16;158516;140397;906764;475;52155;813807;140
27;17;159104;140719;906141;474;5216;815068;139
27;18;159043;13967;906492;4737;52143;81396;138
27;19;158123;13995;906202;4742;52186;814248;137
27;20;159244;140716;906436;474;52161;813917;136
27;21;158478;139572;906788;4747;52207;81425;135
27;22;159065;140519;90591;4753;5220;814514;134
27;23;159001;140718;906401;4752;52171;814242;133
27;24;159477;140467;907332;4744;52089;815047;132
27;25;159071;140335;90662;4724;5221;814016;131
27;26;158742;139858;906343;4737;52204;814418;130
27;27;158531;140602;906936;4731;52177;814806;129
27;28;15869;14042;906738;4734;52221;814593;128
27;29;158307;140578;90633;4735;52191;814578;127
27;30;158912;139535;906147;4734;5215;814979;126
27;31;15901;140434;905641;4747;52161;814508;125
27;32;158905;140468;905845;4745;52148;814286;124
27;33;15906;140724;906042;4737;52175;814523;123
27;34;159739;140323;906204;4725;5222;813751;122
27;35;159121;140562;906663;4745;52189;813847;121
27;36;159679;140768;906867;4745;52156;81393;120
27;37;158768;140108;906753;4728;52181;814231;119
27;38;158712;140948;907016;4752;52224;814439;118
27;39;158969;140518;906009;4757;52194;814537;117
27;40;159201;140989;906469;4753;52157;815059;116
27;41;158326;140496;905714;4744;52164;814224;115
27;42;158157;140792;90684;4737;52129;814528;114
27;43;159134;140174;906424;4738;52149;814936;113
27;44;158325;139769;907287;4745;52152;814318;112
27;45;158866;141234;906377;4758;52121;814651;111
27;46;158598;140043;907012;4732;52148;814142;110
27;47;159028;14092;906849;4747;52183;814168;109
27;48;159364;141248;906614;476;52173;814035;108
27;49;159033;140822;907178;4754;52174;815253;107
27;50;15885;14068;906657;4764;52126;814741;106
27;51;159041;140924;906555;4737;52176;814487;105
27;52;159259;140488;906327;4759;52131;813745;104
27;53;158463;140894;906079;4746;5220;814103;103
27;54;158473;14073;906337;4752;52152;814935;102
27;55;159034;140366;906581;4745;52168;814828;101
27;56;159592;140335;906589;4721;52148;813603;100
27;57;159069;141043;906679;4762;52145;814163;99
27;58;158491;140133;906947;4745;52126;814344;98
27;59;159599;140605;906377;4766;52169;81467;97
27;60;158722;140753;906995;4751;52153;814755;96
27;61;159103;140891;907113;4739;52115;814823;95
27;62;158861;141454;906477;4738;52163;814423;94
27;63;15901;141628;906033;4741;52149;814873;93
27;64;159145;140331;90686;4755;52187;814686;92
27;65;159078;140697;906049;4763;52224;813862;91
27;66;158964;140618;906548;4747;52152;814288;90
27;67;158659;141239;906914;4743;52183;814267;89
27;68;159325;141368;906939;4734;52214;81478;88
27;69;157813;140713;906637;4754;52212;814925;87
27;70;158462;14089;90669;4744;5219;814263;86
27;71;159327;140491;906669;4756;52198;814787;85
27;72;15848;14094;907038;475;52203;814234;84
27;73;159596;140362;907022;4752;52166;814948;83
27;74;158975;140314;906528;4754;52183;814824;82
27;75;158951;141199;907152;4746;52193;814403;81
27;76;158774;14075;906455;4756;52165;814337;80
27;77;158809;140932;907628;4746;52162;815349;79
27;78;159359;141126;907092;4745;52176;814592;78
27;79;158493;141078;907187;4742;52129;814138;77
27;80;158758;141487;906973;4746;52135;815122;76
27;81;159025;141054;906308;4742;52207;814764;75
27;82;160091;141554;906103;4748;52168;81509;74
27;83;159116;139922;907218;4753;52086;815305;73
27;84;159075;141112;90691;4763;52186;814708;72
27;85;159136;140992;907425;4763;52137;81512;71
27;86;159317;140379;907013;4758;5210;814927;70
27;87;159085;141177;906717;4761;52142;814715;69
27;88;158624;140736;90685;4751;52059;815272;68
27;89;159561;141014;907496;4747;52092;814583;67
27;90;159167;140851;906956;476;52097;815182;66
27;91;159089;140925;90724;4754;52151;814873;65
27;92;158596;140821;90729;4769;52103;814925;64
27;93;159261;14173;907479;4743;52103;81515;63
27;94;159787;14090;908681;4754;52151;81516;62
27;95;159523;140835;908215;4771;52237;814629;61
27;96;15907;141573;907348;4767;52096;815395;60
27;97;158443;141708;907595;4753;52128;815137;59
27;98;158618;14085;907974;4773;52106;814612;58
27;99;159188;141429;907761;475;52105;815567;57
27;100;159127;140582;907493;475;52096;815367;56
27;101;159005;140952;90720;4758;5215;815066;55
27;102;159627;141049;908346;4769;52126;815019;54
27;103;159829;141733;907084;4762;52088;815048;53
27;104;159026;141159;907904;4764;52137;815172;52
27;105;159454;140862;907232;4759;52157;816001;51
27;106;159124;141343;907042;4773;52117;815972;50
27;107;15926;141559;907941;4761;52091;815835;49
27;108;158658;14102;907818;4747;52128;815268;48
27;109;159646;140248;90792;4765;52072;815477;47
27;110;159779;141682;908282;4758;52139;815955;46
27;111;158776;140868;908644;475;5212;815777;45
27;112;159306;141978;908626;4782;52087;816305;44
27;113;15901;141908;908423;4766;52138;815477;43
27;114;158931;14095;908575;4762;52056;815436;42
27;115;159643;140679;908095;4774;52161;816212;41
27;116;15953;141422;908705;4769;52155;816259;40
27;117;159445;141268;908699;4763;52064;816124;39
27;118;159654;140907;908329;4782;52065;815721;38
27;119;160147;141367;908662;4771;52096;815658;37
27;120;159671;141504;908622;4784;52073;816094;36
27;121;159607;141154;908776;4773;52119;816294;35
27;122;159496;141104;908224;4762;5209;816181;34
27;123;159326;141859;908506;4779;52044;816055;33
27;124;159417;142021;909119;4774;52112;81612;32
27;125;159414;141468;908849;4748;5214;816412;31
27;126;160152;141816;909273;4786;52072;816714;30
27;127;158948;141376;909528;4795;52078;816712;29
27;128;159756;141809;910082;4773;52065;81627;28
27;129;159658;141487;909164;4772;52084;816946;27
27;130;158893;141513;909826;4776;52113;81725;26
27;131;159617;141949;909596;4782;52124;817163;25
27;132;15969;141483;909631;4781;52071;816534;24
27;133;159644;141351;910237;4774;52061;816951;23
27;134;15949;141544;909955;4785;52126;817605;22
27;135;159993;142102;910056;4757;52067;817255;21
27;136;159734;142099;910392;4782;52063;817382;20
27;137;158785;142148;910946;4796;52037;817511;19
27;138;160039;142373;911202;4778;52055;817958;18
27;139;160441;14185;910928;4795;5202;816995;17
27;140;159008;141817;910613;4782;5203;818048;16
27;141;159521;141875;911238;4777;52069;818791;15
27;142;159577;141604;91174;4809;52108;818509;14
27;143;160264;142192;911863;4788;52053;818183;13
27;144;160276;142256;912187;4809;52005;818417;12
27;145;159955;142396;91189;4807;52074;818561;11
27;146;160527;142426;912163;4809;52078;818595;10
27;147;159915;142326;911821;4798;52066;819426;9
27;148;160417;142436;912628;4786;52019;818757;8
27;149;159875;142267;912295;4799;52025;819473;7
27;150;159994;141947;913375;4799;51994;819673;6
27;151;160442;142342;912998;4811;5203;819598;5
27;152;160046;141681;913186;4811;5203;819696;4
27;153;160098;14292;91299;479;52029;820269;3
27;154;160627;143134;914082;4815;51987;820516;2
27;155;160767;142232;914395;4807;52009;820038;1
27;156;160645;142906;914114;4826;51943;821007;0
28;1;158411;139244;906832;4714;52267;814582;164
28;2;158378;13917;905619;4705;52275;814347;163
28;3;158381;139623;906604;4727;52184;813999;162
28;4;159303;139505;906522;4707;52272;814579;161
28;5;157787;13963;906076;471;52295;814029;160
28;6;159174;140377;906102;4711;52242;814797;159
28;7;158185;140044;905922;4694;52275;814033;158
28;8;158979;139598;905445;4727;52238;814425;157
28;9;158504;140182;905803;4716;52248;814592;156
28;10;158024;139679;906617;471;52177;814634;155
28;11;158771;139613;906134;4702;52239;814604;154
28;12;15884;139995;906282;472;52225;814402;153
28;13;158334;139728;906609;4708;52208;814944;152
28;14;158559;140143;905105;4721;52234;814124;151
28;15;15831;139537;904926;4718;52239;814308;150
28;16;158229;139428;906203;4728;52227;814472;149
28;17;158172;139889;906575;4709;52248;813666;148
28;18;15897;139629;906704;473;52182;814574;147
28;19;158018;139973;906655;4729;52206;814402;146
28;20;158855;139868;907068;4721;52233;815085;145
28;21;158354;139672;907094;4729;52261;814352;144
28;22;158514;139742;906274;4722;5222;814517;143
28;23;159212;138911;90701;4724;52258;814737;142
28;24;158678;139766;905983;4718;52294;81490;141
28;25;158417;139305;905273;4724;52235;813898;140
28;26;158355;139965;905603;4707;52216;813844;139
28;27;157848;139648;907027;4723;52267;814695;138
28;28;157783;140003;906364;4713;5224;814862;137
28;29;158194;139635;905708;4736;52243;815144;136
28;30;159183;139837;906075;4718;52266;814777;135
28;31;158314;139667;906002;4715;52221;814685;134
28;32;157738;139827;906177;4712;5219;814761;133
28;33;157987;13997;90638;4727;52253;81472;132
28;34;159485;139824;906976;4714;52225;815471;131
28;35;159098;139222;906654;4723;52245;814279;130
28;36;157452;139833;905262;4723;52234;814116;129
28;37;158194;139217;906816;4713;52207;814626;128
28;38;158368;139896;906832;4706;52241;814452;127
28;39;159226;138912;90688;4727;52195;814517;126
28;40;158766;140612;906471;4711;5220;814736;125
28;41;15756;13963;906408;4719;52248;814671;124
28;42;158508;139552;906142;4711;52263;814724;123
28;43;158632;139626;906524;4712;52242;814477;122
28;44;158612;140095;906856;4708;52227;81478;121
28;45;158116;139498;906697;4726;5224;814925;120
28;46;158424;140574;907428;4712;52215;814331;119
28;47;15838;139433;906895;4717;52268;814895;118
28;48;157855;13902;906259;471;52241;814228;117
28;49;158438;139722;906864;4723;52201;814378;116
28;50;158999;138919;905329;472;52215;814484;115
28;51;158392;140067;906707;4704;52243;814388;114
28;52;158169;139574;906846;4738;52211;814566;113
28;53;158364;139562;906656;4721;52268;814374;112
28;54;15795;139873;906099;4738;52249;814946;111
28;55;158246;140179;906745;4733;52216;814327;110
28;56;158361;139284;906272;4723;52221;814376;109
28;57;158472;139669;906719;4728;52209;814157;108
28;58;158585;139335;905845;4725;5219;814808;107
28;59;158248;140019;907008;4711;52234;814669;106
28;60;158395;139963;90603;4718;52236;814885;105
28;61;158491;139403;906689;4721;52248;814365;104
28;62;158618;139617;906333;4734;52236;814196;103
28;63;158353;139893;90666;4726;52263;81403;102
28;64;158643;13953;906319;4737;5223;814807;101
28;65;158173;139608;906588;4718;5226;814412;100
28;66;158967;139805;906176;4728;52202;814694;99
28;67;158251;140033;906843;4733;52237;814759;98
28;68;158496;139402;906524;4715;52254;815109;97
28;69;15804;139096;907621;4725;52174;814572;96
28;70;158849;139878;906558;4728;5220;814283;95
28;71;158483;139894;907096;4713;52203;814754;94
28;72;159087;139922;905805;4719;5227;814592;93
28;73;158363;139676;906243;472;52238;815311;92
28;74;158971;139272;906455;4719;52212;814105;91
28;75;158925;139792;906114;4721;5222;814293;90
28;76;158134;139647;906049;4724;52265;814212;89
28;77;158391;140163;90682;4732;52236;814781;88
28;78;158249;139662;906886;472;52202;81556;87
28;79;158155;140242;906857;4717;52212;814726;86
28;80;158214;139929;906696;4737;52242;814974;85
28;81;158636;140179;90574;4716;52234;814484;84
28;82;158864;140368;906037;4711;5220;814692;83
28;83;159318;139897;905847;471;52222;814546;82
28;84;158476;139748;907551;4708;52199;814828;81
28;85;158661;139344;906346;4714;52198;814192;80
28;86;159505;139452;907258;473;52216;814494;79
28;87;159249;139957;907234;4738;52188;815074;78
28;88;158865;139983;906773;4739;52235;814697;77
28;89;158378;140731;906162;4723;52226;814889;76
28;90;158833;140543;907185;4742;5223;814964;75
28;91;15865;140525;906512;4734;52201;814435;74
28;92;158544;139494;907366;4737;52194;815367;73
28;93;159159;139935;906935;4733;52198;815016;72
28;94;158206;139489;906448;4736;52204;814949;71
28;95;158901;140707;905685;4735;52212;814837;70
28;96;159121;140174;906481;4729;52186;814647;69
28;97;158189;140024;906663;4724;52194;814628;68
28;98;159221;14014;907476;4746;52191;814681;67
28;99;158356;139946;906046;4729;52175;814291;66
28;100;159193;139541;907047;4733;5221;814299;65
28;101;158834;140041;906304;4739;52251;814739;64
28;102;15831;140613;907065;4743;52242;814912;63
28;103;158906;139255;906686;475;52234;814638;62
28;104;158967;140547;906664;4746;52235;814603;61
28;105;158577;140528;906768;475;52168;814774;60
28;106;158988;140861;907153;4741;52164;815273;59
28;107;158525;140634;907099;4746;52172;814728;58
28;108;159153;140836;90681;4744;52189;815095;57
28;109;158887;140259;906941;4733;5218;814185;56
28;110;159035;140329;907274;4736;52214;815172;55
28;111;158764;139969;906662;4741;52128;814791;54
28;112;159505;140663;906378;4744;52166;815149;53
28;113;15886;141062;907358;476;5217;814406;52
28;114;158607;139968;90661;4737;5219;814479;51
28;115;158897;141141;906871;4745;52184;81550;50
28;116;158881;140474;906556;4755;52211;814835;49
28;117;159689;140199;906448;4742;52182;814794;48
28;118;159432;140554;907178;474;52174;814705;47
28;119;159468;140206;906871;4755;52165;815073;46
28;120;158639;140776;907029;4734;52172;814831;45
28;121;158559;141161;907046;4745;52071;814395;44
28;122;159316;14075;907511;4743;52153;814377;43
28;123;159042;140119;906691;4748;52154;814649;42
28;124;158752;140491;906564;4752;52169;814768;41
28;125;159168;141137;906405;4758;52168;815106;40
28;126;159026;140876;907921;4738;52152;815203;39
28;127;15909;141116;907903;4743;52151;815108;38
28;128;158929;140873;907104;4749;52181;814767;37
28;129;159327;141125;906902;4758;52115;814884;36
28;130;158834;140879;907002;4749;5212;815617;35
28;131;159601;140716;907153;4758;52148;81522;34
28;132;158876;141205;908227;4777;52115;815043;33
28;133;159702;141332;908029;476;52113;815291;32
28;134;158891;141319;907319;4754;5208;815148;31
28;135;159846;141599;90706;4757;52121;815289;30
28;136;159051;141754;907018;4774;52106;815808;29
28;137;159211;141545;908198;4771;52162;815005;28
28;138;159424;141741;907093;4781;52065;815367;27
28;139;159172;14142;907791;4771;52142;814943;26
28;140;15921;141851;90814;4763;52067;815152;25
28;141;159049;141489;907809;4777;5215;815482;24
28;142;160009;141757;908253;4781;52073;815203;23
28;143;159103;141638;907217;4759;52067;815409;22
28;144;158786;141658;907792;477;52081;81547;21
28;145;159222;141547;908183;479;52046;815282;20
28;146;159198;142131;908254;4797;52036;815187;19
28;147;159376;14177;908373;4768;52061;81570;18
28;148;159469;141466;907792;480;5210;815017;17
28;149;159863;141308;908174;4749;52057;815319;16
28;150;160163;141681;906975;4791;52029;815672;15
28;151;159784;14273;908163;4804;52123;815845;14
28;152;159242;14227;908004;4796;52054;815649;13
28;153;159544;142117;908636;4789;52028;815537;12
28;154;159172;141678;90771;4793;52046;815553;11
28;155;158891;142173;908065;4811;52086;815571;10
28;156;159561;142104;908506;4796;52036;815445;9
28;157;159593;14229;908954;4811;52008;815049;8
28;158;160508;142315;907778;4803;52011;815523;7
28;159;159553;142072;908295;480;51991;815076;6
28;160;160184;141855;908503;481;51989;816201;5
28;161;15940;142637;908903;4815;51994;815417;4
28;162;160496;143024;908164;4814;51994;815459;3
28;163;160134;142109;908522;4828;51996;815802;2
28;164;159405;143196;908877;4813;52027;815856;1
28;165;160061;143157;908732;4804;51931;816605;0
29;1;159052;140846;905513;474;52192;81438;162
29;2;159243;140853;90603;4727;52177;814058;161
29;3;158706;139936;906225;4756;52194;814401;160
29;4;15905;140458;907014;4735;52265;814594;159
29;5;158883;140583;906212;474;52166;814063;158
29;6;158725;140197;905778;4731;52182;813741;157
29;7;159195;141022;906072;4731;52188;814089;156
29;8;158185;140344;90540;474;52163;81408;155
29;9;158687;140602;906446;4736;52188;81457;154
29;10;158805;140272;905827;4743;52233;814065;153
29;11;158548;140608;905995;4738;52184;814168;152
29;12;159101;14103;905811;4727;52179;814365;151
29;13;159628;140302;906055;4739;5219;814447;150
29;14;159351;140265;906052;4737;52232;814022;149
29;15;158753;140214;905272;4749;52223;814146;148
29;16;158586;140355;905735;4726;52201;814312;147
29;17;158421;140637;906663;4742;52232;813784;146
29;18;158208;140548;905179;4744;5220;814268;145
29;19;15857;140525;905657;4741;52179;813403;144
29;20;159152;139522;905266;4737;52213;813929;143
29;21;15859;14034;906284;4747;52222;814107;142
29;22;158165;140838;906268;4744;52175;813641;141
29;23;158741;141234;906103;4742;52163;813413;140
29;24;158852;139733;906112;4744;5216;814626;139
29;25;15820;14101;90713;475;52173;813397;138
29;26;158393;140311;906381;4734;52135;813972;137
29;27;158113;140701;906607;4734;52139;814254;136
29;28;158415;139875;90611;4735;52139;814203;135
29;29;158542;140528;905945;4754;52137;814206;134
29;30;158779;140681;906019;4746;52094;814155;133
29;31;159438;139943;905928;4736;52149;814461;132
29;32;159024;140876;905232;4744;52186;813662;131
29;33;158738;140533;906409;4738;52183;814157;130
29;34;158455;139959;906443;4741;5214;814493;129
29;35;158401;140047;906536;4739;52187;813767;128
29;36;159372;14104;905564;4741;52135;813818;127
29;37;158685;140315;906856;4745;52164;814608;126
29;38;159362;140788;907089;4752;52174;813929;125
29;39;158975;140589;905631;4763;5219;813927;124
29;40;159214;14045;906647;4734;5212;814091;123
29;41;158817;14006;905969;4728;52202;813788;122
29;42;159411;141329;905658;4759;52173;813583;121
29;43;157913;140277;905847;4738;52223;813863;120
29;44;159075;140487;906451;4755;52186;813848;119
29;45;158998;140561;904995;4765;52167;814223;118
29;46;159227;14059;905801;4726;52193;814539;117
29;47;159254;140383;906007;4752;52145;813928;116
29;48;159068;140753;905826;4742;52151;814219;115
29;49;158929;140071;906127;474;52138;814501;114
29;50;159366;140829;905966;4723;52192;813868;113
29;51;158723;140418;906094;4735;52159;81415;112
29;52;158594;140553;90580;4739;52198;814398;111
29;53;15930;141138;906391;4752;52173;81410;110
29;54;158893;140628;905265;4736;52128;814354;109
29;55;158922;14042;905992;4741;52122;813953;108
29;56;158734;141381;90621;4746;52113;81387;107
29;57;159067;14057;906052;4716;52142;814153;106
29;58;158628;140588;906087;4734;52187;814094;105
29;59;158807;140457;905656;4757;52163;813789;104
29;60;159648;140844;905474;4742;52171;813969;103
29;61;158713;140493;905753;4737;52154;814649;102
29;62;159111;141153;905924;4727;52149;813999;101
29;63;159521;141047;905517;4766;52116;813653;100
29;64;158887;140107;906399;4744;52193;813688;99
29;65;158952;140897;905438;4725;52178;814259;98
29;66;158783;140749;906365;4749;52189;813978;97
29;67;159111;14094;90583;4754;52118;814043;96
29;68;158972;14114;906481;4761;52102;813752;95
29;69;158863;140837;906294;4759;52144;813857;94
29;70;159042;141046;905836;4753;52232;814204;93
29;71;159209;141074;906532;4749;52123;81382;92
29;72;159889;140928;905582;4745;5211;813456;91
29;73;158499;140506;906743;4746;52188;813817;90
29;74;158253;14107;906481;4754;52167;813692;89
29;75;158665;140489;90611;4748;52139;813157;88
29;76;158911;141047;906011;4759;52133;814047;87
29;77;15841;141636;906012;474;52132;814007;86
29;78;159298;140951;905485;4747;52165;813765;85
29;79;159154;141023;906315;4762;52183;813718;84
29;80;158509;140691;904922;4742;52112;813737;83
29;81;158561;14124;906133;4755;52188;813991;82
29;82;159659;141497;905845;4753;52173;813919;81
29;83;158897;141111;906749;4764;52169;813866;80
29;84;159061;140525;905696;4754;5214;813933;79
29;85;158397;140734;906414;4762;52101;813567;78
29;86;159208;140447;905678;4761;52107;814193;77
29;87;158833;141209;905462;4736;52141;814168;76
29;88;159456;141474;905901;4754;5213;813572;75
29;89;158546;14097;906566;4761;5218;814029;74
29;90;158978;14111;906094;4766;52113;814488;73
29;91;159099;141107;905423;4761;52164;813949;72
29;92;159197;141641;90614;4741;52105;813981;71
29;93;159501;141122;906298;4742;52194;814741;70
29;94;159245;141423;90618;4747;52155;813831;69
29;95;159175;140973;905686;4766;52123;813823;68
29;96;159212;141375;906547;4746;52149;814278;67
29;97;159344;141083;905166;4746;52126;813865;66
29;98;15980;141002;905766;4766;52115;813567;65
29;99;15904;141172;905965;4752;52135;813387;64
29;100;158767;141084;905397;4745;5214;814157;63
29;101;159705;140989;905988;4749;52121;814003;62
29;102;160318;14108;905786;4752;52086;813844;61
29;103;15937;14118;905848;4748;52177;813518;60
29;104;158718;140954;906352;4754;52078;81441;59
29;105;159401;140743;905645;4754;52115;814157;58
29;106;158944;14104;906175;4769;5217;813266;57
29;107;159461;141202;905489;4745;52176;813826;56
29;108;158946;141174;905993;4785;52136;813375;55
29;109;159208;140786;906407;4756;52094;813863;54
29;110;159164;141112;905694;475;52181;813714;53
29;111;159107;141541;906271;4767;52115;813864;52
29;112;159326;141698;905742;4754;52144;813958;51
29;113;159856;141118;905906;4734;52097;813955;50
29;114;158742;141536;906398;4755;52079;813444;49
29;115;159531;141912;905978;4743;52075;813417;48
29;116;159718;141273;905434;4762;52096;812972;47
29;117;158955;142057;905627;4767;52066;813422;46
29;118;159157;141558;905467;4769;52104;813816;45
29;119;159388;141024;906145;4764;5210;813471;44
29;120;158925;141459;904977;4774;52107;813507;43
29;121;159828;141199;906259;476;52075;81317;42
29;122;158741;14142;905942;4768;52109;813702;41
29;123;160099;141327;906365;4763;52126;813582;40
29;124;159026;140755;905747;4774;52095;81335;39
29;125;159445;141569;90562;4761;5208;813341;38
29;126;159555;141103;90620;4764;52086;813647;37
29;127;158574;141754;905304;4763;52111;813188;36
29;128;159102;141666;904415;4773;52083;813732;35
29;129;159399;141242;905713;4768;52082;813499;34
29;130;159185;141417;906425;4768;52069;813476;33
29;131;159941;141777;905681;4791;52106;813756;32
29;132;159641;141339;906086;4764;52013;81277;31
29;133;159112;14136;905312;4786;52066;81336;30
29;134;159434;141693;905056;478;52116;813395;29
29;135;15937;141724;90609;4794;52065;813709;28
29;136;159344;141561;906064;4798;52037;813569;27
29;137;15988;141559;905758;4775;52057;81309;26
29;138;159562;142397;905104;4785;52111;813577;25
29;139;159437;142219;905749;4776;52049;812993;24
29;140;159308;141025;904745;4799;52077;813425;23
29;141;15979;141283;905883;4795;52115;81303;22
29;142;159765;142165;905576;4796;52035;813122;21
29;143;159592;142519;905215;4788;52003;813591;20
29;144;159741;142305;90491;4809;52042;812678;19
29;145;159574;142824;905963;4802;52026;813602;18
29;146;159675;142305;905413;4791;52075;813449;17
29;147;160373;142552;904925;480;52054;812873;16
29;148;160268;141521;905127;4799;52034;812843;15
29;149;159279;141274;905296;4808;5203;812787;14
29;150;160357;142773;90567;4809;51988;812717;13
29;151;159663;142278;906712;4805;52021;812618;12
29;152;159406;142679;905519;4787;51971;81312;11
